"Number","Entity","Transaction Date","Employee","Account Name","Is Deposited","Bank Account","Reconciliation Date","Amount","AR Amount (CAD)","Exported","Memo","Amount (CAD)","Tax Amount (CAD)","Tax Amount","Withholding Tax Amount (CAD)","Withholding Tax Amount","Division","Currency","Exchange Rate","Reverse Exchange Rate","Is Printed","Online Payment","Credit (CAD)","Template Name","Realized Amount (CAD)","Gain/Loss (CAD)","Attachments","Settled Date","Confirmation Number","Status"
"00031327292022","Costco Vaughan Wet","08/03/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","08/31/2022","USD 25,686.00","33,098.98","No",,"33,014.22","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"33,014.22","84.76","No",,,
"2005757231","Sobeys BCH","08/03/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","08/31/2022","CAD 33,916.80","33,916.80","No",,"33,916.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"2005755566","Sobeys BCH","08/02/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","08/31/2022","CAD 130,489.56","130,489.56","No",,"130,489.56","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00031223662022","Costco Vaughan Wet","08/01/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","08/31/2022","USD 51,372.00","66,177.41","No",,"65,879.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"65,879.46","297.95","No",,,
"200415","GO FRESH","07/29/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 29,082.60","37,715.22","No",,"37,295.53","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"37,295.53","419.69","No",,,
"00031135802022","Costco Vaughan Wet","07/29/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,078.43","No",,"32,939.73","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"32,939.73","138.70","No",,,
"14519","Chiovitti Banana Co., Ltd","07/27/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 101,021.28","130,759.80","No",,"130,034.60","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"130,034.60","725.20","Yes",,,
"00031020562022","Costco Vaughan Wet","07/27/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,101.55","No",,"33,063.02","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"33,063.02","38.53","No",,,
"555802","Courchesne Larose","07/27/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 51,475.20","66,580.60","No",,"66,258.88","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"66,258.88","321.72","No",,,
"00030883252022","Costco Vaughan Wet","07/26/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,219.70","No",,"33,091.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"33,091.27","128.43","No",,,
"200412","GO FRESH","07/25/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 19,569.60","25,288.88","No",,"25,150.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"25,150.85","138.03","No",,,
"2005744419","Sobeys BCH","07/22/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 64,108.80","64,108.80","No",,"64,108.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00030797372022","Costco Vaughan Wet","07/22/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,209.43","No",,"33,122.10","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"33,122.10","87.33","No",,,
"00030679612022","Costco Vaughan Wet","07/20/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,481.70","No",,"33,145.21","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"33,145.21","336.49","No",,,
"14467","Chiovitti Banana Co., Ltd","07/20/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 62,616.56","80,657.14","No",,"80,800.41","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"80,800.41","-143.27","Yes",,,
"200410","GO FRESH","07/18/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 40,296.96","51,874.11","No",,"52,539.18","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"52,539.18","-665.07","No",,,
"00030549232022","Costco Vaughan Wet","07/18/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 51,372.00","66,413.72","No",,"66,978.81","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"66,978.81","-565.09","No",,,
"2005733468","Sobeys","07/15/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 95,788.80","95,788.80","No",,"95,788.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00030475882022","Costco Vaughan Wet","07/15/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,258.23","No",,"33,330.15","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"33,330.15","-71.92","No",,,
"2005731209","Sobeys","07/14/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"14412","Chiovitti Banana Co., Ltd","07/13/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 157,980.91","203,411.05","No",,"204,996.03","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"204,996.03","-1,584.98","Yes",,,
"00030354812022","Costco Vaughan Wet","07/13/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 25,686.00","33,029.63","No",,"33,430.33","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"33,430.33","-400.70","No",,,
"555607","Courchesne Larose","07/13/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 48,960.00","62,431.34","No",,"63,721.44","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"63,721.44","-1,290.10","No",,,
"00030227222022","Costco Vaughan Wet","07/11/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 49,761.00","63,259.43","No",,"64,530.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"64,530.06","-1,270.63","No",,,
"200407","GO FRESH","07/11/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 74,004.48","94,888.11","No",,"95,969.01","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"95,969.01","-1,080.90","No",,,
"2005726509","Sobeys","07/08/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00030084862022","Costco Vaughan Wet","07/07/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 24,075.00","30,226.16","No",,"31,410.65","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"31,410.65","-1,184.49","No",,,
"14344","Chiovitti Banana Co., Ltd","07/06/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 91,821.12","119,061.72","No",,"119,716.38","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"119,716.38","-654.66","Yes",,,
"00029949902022","Costco Vaughan Wet","07/06/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 24,075.00","30,283.94","No",,"31,388.98","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"31,388.98","-1,105.04","No",,,
"555520","Courchesne Larose","07/06/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 96,960.00","123,089.62","No",,"126,416.45","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"126,416.45","-3,326.83","No",,,
"2005722803","Sobeys","07/06/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 64,108.80","64,108.80","No",,"64,108.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00029864002022","Costco Vaughan Wet","07/05/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","07/31/2022","USD 24,075.00","30,428.39","No",,"30,977.30","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"30,977.30","-548.91","No",,,
"2005719643","Sobeys","07/04/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","07/31/2022","CAD 47,894.40","47,894.40","No",,"47,894.40","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00029795422022","Costco Vaughan Wet","06/30/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 24,075.00","30,450.06","No",,"31,003.79","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"31,003.79","-553.73","No",,,
"2005714622","Sobeys","06/29/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 47,894.40","47,894.40","No",,"47,894.40","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"555414","Courchesne Larose","06/29/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,960.00","62,421.56","No",,"63,050.70","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"63,050.70","-629.14","No",,,
"14270","Chiovitti Banana Co., Ltd","06/28/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 58,535.52","74,318.30","No",,"75,434.72","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"75,434.72","-1,116.42","Yes",,,
"00029589282022","Costco Vaughan Wet","06/27/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,150.00","61,463.48","No",,"62,272.40","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"62,272.40","-808.92","No",,,
"2005709645","Sobeys","06/24/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 79,574.40","79,574.40","No",,"79,574.40","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00029459202022","Costco Vaughan Wet","06/23/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 24,075.00","30,878.60","No",,"31,254.17","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"31,254.17","-375.57","No",,,
"555314","Courchesne Larose","06/22/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 63,360.00","81,091.60","No",,"81,918.14","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"81,918.14","-826.54","No",,,
"14221","Chiovitti Banana Co., Ltd","06/21/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 94,166.88","118,831.59","No",,"121,748.36","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"121,748.36","-2,916.77","Yes",,,
"2005701767","Sobeys","06/21/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 47,894.40","47,894.40","No",,"47,894.40","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00029321052022","Costco Vaughan Wet","06/21/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,150.00","61,723.49","No",,"62,566.11","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"62,566.11","-842.62","No",,,
"200401","GO FRESH","06/21/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 8,568.00","10,793.11","No",,"11,133.26","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"11,133.26","-340.15","No",,,
"2005698266","Sobeys","06/16/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 64,108.80","64,108.80","No",,"64,108.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00029121502022","Costco Vaughan Wet","06/16/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 22,871.25","29,352.97","No",,"29,613.69","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"29,613.69","-260.72","No",,,
"555218","Courchesne Larose","06/15/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 72,100.80","92,316.07","No",,"93,298.44","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"93,298.44","-982.37","No",,,
"14159","Chiovitti Banana Co., Ltd","06/15/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 72,634.08","92,783.31","No",,"93,988.50","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.29","No","No","0.00",,"93,988.50","-1,205.19","Yes",,,
"2005695885","Sobeys","06/15/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00028922352022","Costco Vaughan Wet","06/13/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,150.00","62,575.74","No",,"61,521.26","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"61,521.26","1,054.48","No",,,
"00028774892022","Costco Vaughan Wet","06/09/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 24,075.00","31,326.39","No",,"30,440.43","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"30,440.43","885.96","No",,,
"14095","Chiovitti Banana Co., Ltd","06/08/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 102,222.38","131,239.77","No",,"128,340.20","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.80","1.26","No","No","0.00",,"128,340.20","2,899.57","Yes",,,
"555127","Courchesne Larose","06/08/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,756.00","62,631.23","No",,"61,213.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.80","1.26","No","No","0.00",,"61,213.16","1,418.07","No",,,
"2005687072","Sobeys","06/08/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 16,214.40","16,214.40","No",,"16,214.40","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00028573622022","Costco Vaughan Wet","06/06/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 46,946.25","60,332.09","No",,"59,053.69","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"59,053.69","1,278.40","No",,,
"200396","GO FRESH","06/06/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 18,360.00","23,574.37","No",,"23,095.04","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"23,095.04","479.33","No",,,
"2005684132","Sobeys","06/06/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 63,360.00","63,360.00","No",,"63,360.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00028411302022","Costco Vaughan Wet","06/02/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 24,075.00","30,929.15","No",,"30,428.39","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"30,428.39","500.76","No",,,
"14021","Chiovitti Banana Co., Ltd","06/01/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 139,103.04","178,895.43","No",,"175,937.52","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"175,937.52","2,957.91","Yes",,,
"555014","Courchesne Larose","06/01/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","06/30/2022","USD 48,960.00","62,629.64","No",,"61,924.61","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"61,924.61","705.03","No",,,
"2005678390","Sobeys","06/01/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","06/30/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"00028244822022","Costco Vaughan Wet","05/31/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 21,667.58","27,717.17","No",,"27,405.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.26","No","No","0.00",,"27,405.16","312.01","No",,,
"2005674942","Sobeys","05/30/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 14,740.99","14,740.99","No",,"14,740.99","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"200394","GO FRESH","05/30/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 33,048.00","42,543.31","No",,"42,096.54","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.27","No","No","0.00",,"42,096.54","446.77","No",,,
"30298607","iTradeNetwork","05/30/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 4,564.00","5,705.91","No",,"5,778.94","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.79","1.27","No","No","0.00",,"5,778.94","-73.03","Yes",,,
"2005673023","Sobeys","05/27/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00028135052022","Costco Vaughan Wet","05/26/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,075.00","30,796.74","No",,"30,796.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"0.00","0.00","No",,,
"00028067352022","Costco Vaughan Wet","05/26/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,075.00","30,796.74","No",,"30,796.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"0.00","0.00","No",,,
"2005669150","Sobeys","05/25/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"13966","Chiovitti Banana Co., Ltd","05/25/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 61,765.44","79,500.69","No",,"79,220.35","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"79,220.35","280.34","Yes",,,
"2005666420","Sobeys","05/24/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 32,428.80","32,428.80","No",,"32,428.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"200392","GO FRESH","05/24/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 19,584.00","24,892.24","No",,"25,124.31","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"25,124.31","-232.07","No",,,
"00027905982022","Costco Vaughan Wet","05/24/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 48,150.00","61,160.14","No",,"61,771.63","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"61,771.63","-611.49","No",,,
"2005664240","Sobeys","05/20/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 112,003.20","112,003.20","No",,"112,003.20","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00027748152022","Costco Vaughan Wet","05/19/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,075.00","30,580.07","No",,"30,837.67","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"30,837.67","-257.60","No",,,
"554916","Courchesne Larose","05/17/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 48,960.00","62,421.56","No",,"63,099.65","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"63,099.65","-678.09","No",,,
"13915","Chiovitti Banana Co., Ltd","05/17/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 71,852.16","92,010.92","No",,"92,603.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"92,603.06","-592.14","Yes",,,
"00027539692022","Costco Vaughan Wet","05/16/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 48,150.00","60,755.68","No",,"62,368.69","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"62,368.69","-1,613.01","No",,,
"2005653806","Sobeys","05/12/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 63,360.00","63,360.00","No",,"63,360.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"00027367532022","Costco Vaughan Wet","05/12/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,075.00","30,377.84","No",,"31,225.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"31,225.27","-847.43","No",,,
"13858","Chiovitti Banana Co., Ltd","05/11/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 117,762.72","149,299.69","No",,"153,232.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.77","1.30","No","No","0.00",,"153,232.85","-3,933.16","Yes",,,
"2005648337","Sobeys","05/09/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 31,680.00","31,680.00","No",,"31,680.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"554827","Courchesne Larose","05/09/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,480.00","30,903.55","No",,"31,535.14","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"31,535.14","-631.59","No",,,
"554770","Courchesne Larose","05/09/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,480.00","30,903.55","No",,"31,535.14","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"31,535.14","-631.59","No",,,
"00027166092022","Costco Vaughan Wet","05/09/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 48,150.00","60,770.12","No",,"62,026.83","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"62,026.83","-1,256.71","No",,,
"200384","GO FRESH","05/09/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 9,792.00","12,361.42","No",,"12,614.05","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"12,614.05","-252.63","No",,,
"00027011422022","Costco Vaughan Wet","05/05/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 24,075.00","30,385.06","No",,"30,840.07","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"30,840.07","-455.01","No",,,
"2005644851","Sobeys","05/05/2022","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD","05/31/2022","CAD 28,314.00","28,314.00","No",,"28,314.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","Yes",,,
"13786","Chiovitti Banana Co., Ltd","05/04/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 99,451.02","125,750.70","No",,"127,396.76","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.28","No","No","0.00",,"127,396.76","-1,646.06","Yes",,,
"00026816202022","Costco Vaughan Wet","05/02/2022","Karyne Manseau","Comptes clients USD","Yes","Comptant USD","05/31/2022","USD 48,150.00","60,091.21","No",,"62,089.43","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.78","1.29","No","No","0.00",,"62,089.43","-1,998.22","No",,,
