supplier,origin_port,destination_port,carrier,type,origin_country,destination_country
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Surgesa S.A.,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Surgesa S.A.,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Pharr,Toronto,RF Cargo,Ground,United States,Canada
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Surgesa S.A.,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
Surgesa S.A.,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Surgesa S.A.,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Surgesa S.A.,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Montreal,Network,Ocean,Ecuador,Canada
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Surgesa S.A.,Guayaquil,Guayaquil,ZIM,Ocean,Ecuador,Ecuador
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Surgesa S.A.,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,NaN,ZIM,Ocean,Ecuador,NaN
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Network,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
ASOGUABO,Hueneme,Philadelphia,Network,Ocean,United States,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Port Hueneme,Philadelphia,Sealand,Ocean,United States,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Network,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,Sealand,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Hueneme,Philadelphia,Network,Ocean,United States,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Coliman Pacific Corporation,Texas,NaN,NaN,Ground,United States,NaN
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
Coliman Pacific Corporation,Texas,NaN,NaN,Ground,United States,NaN
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
Coliman Pacific Corporation,Pharr,NaN,NaN,Ground,United States,NaN
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
