Type,Number,Applied to,Date,Employee,Account Name,Debit (CAD),Credit (CAD),Balance (CAD),Memo,Reconciliation Date,Debit,Credit,Balance,Cleared,Clearing,Currency,Internal Type,Amount (CAD),Amount
Bill,22H75803,Holt Cargo Systems LLC,06/21/2022,Karyne Manseau,Livraison au client,"2,973.67",,"-2,973.67",,,"USD 2,300.00",USD 0.00,"USD -2,300.00",No,No,United States Dollar,Bill,"2,973.67","USD 2,300.00"
Bill,22H75803,Holt Cargo Systems LLC,06/21/2022,Karyne Manseau,Reefer plugin,290.90,,-290.90,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,290.90,USD 225.00
Bill,22H75807,Holt Cargo Systems LLC,06/21/2022,Karyne Manseau,Comptes payables USD,,"3,102.96","-3,102.96",,,USD 0.00,"USD 2,400.00","USD -2,400.00",No,No,United States Dollar,Bill,"3,102.96","USD 2,400.00"
Bill,22H75807,Holt Cargo Systems LLC,06/21/2022,Karyne Manseau,Livraison au client,"3,102.96",,"-3,102.96",,,"USD 2,400.00",USD 0.00,"USD -2,400.00",No,No,United States Dollar,Bill,"3,102.96","USD 2,400.00"
Invoice,4122,Costco Vaughan Wet,06/22/2022,Karyne Manseau,Comptes clients USD,"33,209.43",,"33,209.43",,,"USD 25,686.00",USD 0.00,"USD 25,686.00",No,No,United States Dollar,Invoice,"33,209.43","USD 25,686.00"
Invoice,4122,Costco Vaughan Wet,06/22/2022,Karyne Manseau,Ventes,,"33,209.43","33,209.43",,,USD 0.00,"USD 25,686.00","USD 25,686.00",No,No,United States Dollar,Invoice,"33,209.43","USD 25,686.00"
Invoice,4122,Costco Vaughan Wet,06/22/2022,Karyne Manseau,Inventaire des fruits,,"15,587.24","-15,587.24",,,CAD 0.00,"CAD 15,587.24","CAD -15,587.24",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"15,587.24","CAD 15,587.24"
Invoice,4122,Costco Vaughan Wet,06/22/2022,Karyne Manseau,Coût du fruit,"15,587.24",,"-15,587.24",,,"CAD 15,587.24",CAD 0.00,"CAD -15,587.24",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"15,587.24","CAD 15,587.24"
Bill,9526923281,Sealand,06/22/2022,Karyne Manseau,Comptes payables USD,,"7,121.29","-7,121.29",,,USD 0.00,"USD 5,508.00","USD -5,508.00",No,No,United States Dollar,Bill,"7,121.29","USD 5,508.00"
Bill,9526923281,Maersk,06/22/2022,Karyne Manseau,Transport Maritime,"7,121.29",,"-7,121.29",,,"USD 5,508.00",USD 0.00,"USD -5,508.00",No,No,United States Dollar,Bill,"7,121.29","USD 5,508.00"
Bill,9526923319,Sealand,06/22/2022,Karyne Manseau,Comptes payables USD,,"4,942.76","-4,942.76",,,USD 0.00,"USD 3,823.00","USD -3,823.00",No,No,United States Dollar,Bill,"4,942.76","USD 3,823.00"
Bill,9526923319,Maersk,06/22/2022,Karyne Manseau,Transport Maritime,"4,942.76",,"-4,942.76",,,"USD 3,823.00",USD 0.00,"USD -3,823.00",No,No,United States Dollar,Bill,"4,942.76","USD 3,823.00"
Bill,405357,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405357,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405358,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405358,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405359,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405359,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405360,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405360,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405361,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405361,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405362,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405362,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405363,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405363,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405364,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405364,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405365,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,Comptes payables USD,,174.72,-174.72,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Bill,405365,721 LOGISTICS LLC DBA J&K FRESHEAST,06/22/2022,Karyne Manseau,US Clearance,174.72,,-174.72,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,174.72,USD 135.00
Payment,555314,Courchesne Larose,06/22/2022,Karyne Manseau,Comptes clients USD,,"81,091.60","81,091.60",,06/30/2022,USD 0.00,"USD 63,360.00","USD 63,360.00",Yes,No,United States Dollar,Payment,"81,091.60","USD 63,360.00"
Payment,555314,Courchesne Larose,06/22/2022,Karyne Manseau,Comptant USD,"81,918.14",,"-81,918.14",,06/30/2022,"USD 63,360.00",USD 0.00,"USD -63,360.00",Yes,No,United States Dollar,PaymentAdjustLine,"81,918.14","USD 63,360.00"
Payment,555314,Courchesne Larose,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,826.54,826.54,Currency Adjustment,,CAD 0.00,CAD 826.54,CAD 826.54,No,No,Canadian Dollar,PaymentAdjustLine,-826.54,CAD -826.54
Bill,6/22/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,06/22/2022,Karyne Manseau,Comptes payables USD,,12.93,-12.93,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,06/22/2022,Karyne Manseau,Frais bancaires,12.93,,-12.93,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill Payment,4439,C.I. AGRICOLAS LAS FLORES S.A.S.,06/22/2022,Karyne Manseau,Comptant USD,,"36,751.98","-36,751.98",,06/30/2022,USD 0.00,"USD 28,426.00","USD -28,426.00",Yes,No,United States Dollar,BillPaymentCheck,"36,751.98","USD 28,426.00"
Check,4439,C.I. AGRICOLAS LAS FLORES S.A.S.,06/22/2022,Karyne Manseau,Comptes payables USD,"36,553.05",,"-36,553.05",,,"USD 28,426.00",USD 0.00,"USD -28,426.00",Yes,No,United States Dollar,CheckAdjustLine,"36,553.05","USD 28,426.00"
Check,4439,C.I. AGRICOLAS LAS FLORES S.A.S.,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,198.93,,-198.93,Currency Adjustment,,CAD 198.93,CAD 0.00,CAD -198.93,Yes,No,Canadian Dollar,CheckAdjustLine,198.93,CAD 198.93
Bill,6/22/2022,Coliman Pacific Corporation,06/22/2022,Karyne Manseau,Comptes payables USD,,12.93,-12.93,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,Coliman Pacific Corporation,06/22/2022,Karyne Manseau,Frais bancaires,12.93,,-12.93,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill Payment,4440,Coliman Pacific Corporation,06/22/2022,Karyne Manseau,Comptant USD,,"19,902.90","-19,902.90",,06/30/2022,USD 0.00,"USD 15,394.00","USD -15,394.00",Yes,No,United States Dollar,BillPaymentCheck,"19,902.90","USD 15,394.00"
Check,4440,Coliman Pacific Corporation,06/22/2022,Karyne Manseau,Comptes payables USD,"20,002.90",,"-20,002.90",,,"USD 15,394.00",USD 0.00,"USD -15,394.00",Yes,No,United States Dollar,CheckAdjustLine,"20,002.90","USD 15,394.00"
Check,4440,Coliman Pacific Corporation,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,100.00,100.00,Currency Adjustment,,CAD 0.00,CAD 100.00,CAD 100.00,Yes,No,Canadian Dollar,CheckAdjustLine,-100.00,CAD -100.00
Bill,6/22/2022,COQUIMBA,06/22/2022,Karyne Manseau,Comptes payables USD,,12.93,-12.93,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,COQUIMBA,06/22/2022,Karyne Manseau,Frais bancaires,12.93,,-12.93,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,COQUIMBA,06/22/2022,Karyne Manseau,Comptes payables USD,,12.93,-12.93,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,COQUIMBA,06/22/2022,Karyne Manseau,Frais bancaires,12.93,,-12.93,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill Payment,4441,COQUIMBA,06/22/2022,Karyne Manseau,Comptant USD,,"12,300.65","-12,300.65",,06/30/2022,USD 0.00,"USD 9,514.00","USD -9,514.00",Yes,No,United States Dollar,BillPaymentCheck,"12,300.65","USD 9,514.00"
Check,4441,COQUIMBA,06/22/2022,Karyne Manseau,Comptes payables USD,"12,133.86",,"-12,133.86",,,"USD 9,514.00",USD 0.00,"USD -9,514.00",Yes,No,United States Dollar,CheckAdjustLine,"12,133.86","USD 9,514.00"
Check,4441,COQUIMBA,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,166.79,,-166.79,Currency Adjustment,,CAD 166.79,CAD 0.00,CAD -166.79,Yes,No,Canadian Dollar,CheckAdjustLine,166.79,CAD 166.79
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill Payment,4442,COQUIMBA,06/22/2022,Karyne Manseau,Comptant USD,,"1,254.11","-1,254.11",,06/30/2022,USD 0.00,USD 970.00,USD -970.00,Yes,No,United States Dollar,BillPaymentCheck,"1,254.11",USD 970.00
Check,4442,COQUIMBA,06/22/2022,Karyne Manseau,Comptes payables USD,"1,237.27",,"-1,237.27",,,USD 970.00,USD 0.00,USD -970.00,Yes,No,United States Dollar,CheckAdjustLine,"1,237.27",USD 970.00
Check,4442,COQUIMBA,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,16.84,,-16.84,Currency Adjustment,,CAD 16.84,CAD 0.00,CAD -16.84,Yes,No,Canadian Dollar,CheckAdjustLine,16.84,CAD 16.84
Bill,6/22/2022,ITradeNetwork,06/22/2022,Karyne Manseau,Comptes payables USD,,12.93,-12.93,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill,6/22/2022,ITradeNetwork,06/22/2022,Karyne Manseau,Frais bancaires,12.93,,-12.93,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.93,USD 10.00
Bill Payment,4443,ITradeNetwork,06/22/2022,Karyne Manseau,Comptant USD,,"13,098.54","-13,098.54",,06/30/2022,USD 0.00,"USD 10,131.13","USD -10,131.13",Yes,No,United States Dollar,BillPaymentCheck,"13,098.54","USD 10,131.13"
Check,4443,ITradeNetwork,06/22/2022,Karyne Manseau,Comptes payables USD,"13,057.04",,"-13,057.04",,,"USD 10,131.13",USD 0.00,"USD -10,131.13",Yes,No,United States Dollar,CheckAdjustLine,"13,057.04","USD 10,131.13"
Check,4443,ITradeNetwork,06/22/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,41.50,,-41.50,Currency Adjustment,,CAD 41.50,CAD 0.00,CAD -41.50,Yes,No,Canadian Dollar,CheckAdjustLine,41.50,CAD 41.50
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Comptes payables USD,,873.59,-873.59,,,USD 0.00,USD 675.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22R23698,Delaware Avenue Enterprises Inc,06/22/2022,Karyne Manseau,Manutention port,873.59,,-873.59,,,USD 675.00,USD 0.00,USD -675.00,No,No,United States Dollar,Bill,873.59,USD 675.00
Bill,22T04380,Gloucester Terminals LLC,06/22/2022,Karyne Manseau,Comptes payables USD,,841.23,-841.23,,,USD 0.00,USD 650.00,USD -650.00,No,No,United States Dollar,Bill,841.23,USD 650.00
Bill,22T04380,Gloucester Terminals LLC,06/22/2022,Karyne Manseau,Manutention port,841.23,,-841.23,,,USD 650.00,USD 0.00,USD -650.00,No,No,United States Dollar,Bill,841.23,USD 650.00
Bill,22T04380,Gloucester Terminals LLC,06/22/2022,Karyne Manseau,Comptes payables USD,,841.23,-841.23,,,USD 0.00,USD 650.00,USD -650.00,No,No,United States Dollar,Bill,841.23,USD 650.00
Bill,22T04380,Gloucester Terminals LLC,06/22/2022,Karyne Manseau,Manutention port,841.23,,-841.23,,,USD 650.00,USD 0.00,USD -650.00,No,No,United States Dollar,Bill,841.23,USD 650.00
Invoice,4125,Réseaux Plein Air Drummond Inc,06/22/2022,Karyne Manseau,Comptes clients CAD,"2,400.00",,"2,400.00",,,"CAD 2,400.00",CAD 0.00,"CAD 2,400.00",No,No,Canadian Dollar,Invoice,"2,400.00","CAD 2,400.00"
Invoice,4125,Réseaux Plein Air Drummond Inc,06/22/2022,Karyne Manseau,Mobilier pour le bureau,,"2,400.00","2,400.00",2 vélos smoothies avec 4 pichets,,CAD 0.00,"CAD 2,400.00","CAD 2,400.00",No,No,Canadian Dollar,InvoiceLine,"2,400.00","CAD 2,400.00"
Bill,CC105734,Canada Post,06/22/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,CC105734,Canada Post,06/22/2022,Karyne Manseau,B2C Brand Building Canada,38.42,,-38.42,,,CAD 38.42,CAD 0.00,CAD -38.42,No,No,Canadian Dollar,Bill,38.42,CAD 38.42
Bill,CC105734,Canada Post,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,1.92,,-1.92,,,CAD 1.92,CAD 0.00,CAD -1.92,No,No,Canadian Dollar,BillLine,1.92,CAD 1.92
Bill,CC105734,Canada Post,06/22/2022,Karyne Manseau,Mastercard à payer,,40.64,40.64,,,CAD 0.00,CAD 40.64,CAD 40.64,No,No,Canadian Dollar,BillLine,-40.64,CAD -40.64
Bill,CC105734,Canada Post,06/22/2022,Karyne Manseau,TVQ payée sur les achats,0.30,,-0.30,,,CAD 0.30,CAD 0.00,CAD -0.30,No,No,Canadian Dollar,BillLine,0.30,CAD 0.30
Bill,2190,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2190,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Frais de licence CA,244.94,,-244.94,,,CAD 244.94,CAD 0.00,CAD -244.94,No,No,Canadian Dollar,Bill,244.94,CAD 244.94
Bill,2190,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Frais courus Fairtrade CA,,244.94,244.94,,,CAD 0.00,CAD 244.94,CAD 244.94,No,No,Canadian Dollar,BillLine,-244.94,CAD -244.94
Bill,2191,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2191,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Frais de licence CA,261.27,,-261.27,,,CAD 261.27,CAD 0.00,CAD -261.27,No,No,Canadian Dollar,Bill,261.27,CAD 261.27
Bill,2191,Fairtrade Canada inc.,06/22/2022,Karyne Manseau,Frais courus Fairtrade CA,,261.27,261.27,,,CAD 0.00,CAD 261.27,CAD 261.27,No,No,Canadian Dollar,BillLine,-261.27,CAD -261.27
Bill,C40056266-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40056266-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40056266-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40059072-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40059072-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40059072-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40060209-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40060209-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40060209-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40068420-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40068420-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40068420-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40097788-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40097788-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40097788-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40081750-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40081750-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40081750-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C40090303-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40090303-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C40090303-00,FEDEX,06/22/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,2190,AgroFair,06/22/2022,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,2190,AgroFair,06/22/2022,Karyne Manseau,Frais qualité - origine,124.24,,-124.24,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,124.24,USD 96.00
Bill,2190,AgroFair,06/22/2022,Karyne Manseau,Frais courus qualité-origine,,124.24,124.24,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-124.24,USD -96.00
Bill,C40068345-00,FEDEX,06/22/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C40068345-00,FEDEX,06/22/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
