Status,Invoiced,Number,Date,Buyer,Job,Quantity,Amount,Shipping Date,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Employee,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Billing Client,Total Discount (CAD),Total Discount,Purchase Order,Lot Number,Container#
Delivered,Yes,2227,07/05/2022,Sobeys,2227.0,928,CAD 32377.92,07/07/2022,"32,377.92",0.00,0.00,Naomi Bendayan,0.00,0.00,07/07/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"32,377.92",0.0,"32,377.92",Sobeys BCH,0.0,CAD 0.00,4565795016,,
Delivered,Yes,2226G,07/05/2022,GO FRESH,2226.0,336,USD 9132.48,07/08/2022,"11,750.76",-108.68,0.00,Naomi Bendayan,0.00,0.00,07/08/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.29,Yes,"11,750.76",0.0,"11,750.76",GO FRESH,0.0,USD 0.00,11804,,
Delivered,Yes,2226C,07/05/2022,"Chiovitti Banana Co., Ltd",2226.0,624,USD 15044.64,07/08/2022,"19,357.94",-179.03,0.00,Naomi Bendayan,0.00,0.00,07/08/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.29,Yes,"19,357.94",0.0,"19,357.94","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223289,,
Delivered,Yes,2225,07/05/2022,Costco Vaughan Wet,2225.0,900,USD 25686.00,07/07/2022,"33,050.18",-259.43,0.00,Naomi Bendayan,0.00,0.00,07/07/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.29,Yes,"33,050.18",0.0,"33,050.18",Costco Vaughan Wet,0.0,USD 0.00,223288,,
Delivered,Yes,2222,06/22/2022,"Chiovitti Banana Co., Ltd",2222.0,960,USD 23145.60,07/04/2022,"29,924.95",99.53,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"29,924.95",0.0,"29,924.95","Chiovitti Banana Co., Ltd",0.0,USD 0.00,,,
Delivered,Yes,2221,06/22/2022,Costco Vaughan Wet,2221.0,900,USD 25686.00,07/04/2022,"33,209.43",-146.41,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"33,209.43",0.0,"33,209.43",Costco Vaughan Wet,0.0,USD 0.00,223285,,
Delivered,Yes,2224C,06/22/2022,"Chiovitti Banana Co., Ltd",2224.0,576,USD 15066.24,07/04/2022,"19,479.14",64.79,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"19,479.14",0.0,"19,479.14","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223287,,
Delivered,Yes,2224G,06/22/2022,GO FRESH,2224.0,384,USD 10437.12,07/04/2022,"13,494.15",64.71,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"13,494.15",0.0,"13,494.15",GO FRESH,0.0,USD 0.00,11690,,
Delivered,Yes,2216,06/21/2022,Costco Vaughan Wet,2216.0,900,USD 25686.00,06/30/2022,"33,376.39",295.47,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,223165,,
On Hand,Yes,2244,06/21/2022,Courchesne Larose,2244.0,960,USD 25737.60,07/02/2022,"33,443.44",277.97,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,443.44",0.0,"33,443.44",Courchesne Larose,0.0,USD 0.00,02261648,,
Delivered,Yes,2220,06/21/2022,Sobeys,2220.0,960,CAD 33916.80,07/02/2022,"33,916.80",0.00,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"33,916.80",0.0,"33,916.80",Sobeys BCH,0.0,CAD 0.00,4541614747,,
Delivered,Yes,2219,06/21/2022,"Chiovitti Banana Co., Ltd",2219.0,952,USD 24426.32,07/01/2022,"31,739.56",263.81,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"31,739.56",0.0,"31,739.56","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223166,,
Delivered,Yes,2218,06/21/2022,Costco Vaughan Wet,2218.0,900,USD 25686.00,07/02/2022,"33,376.39",277.41,0.00,Naomi Bendayan,0.00,0.00,07/04/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,,,
Delivered,Yes,2214G,06/21/2022,GO FRESH,2214.0,336,USD 9132.48,06/30/2022,"11,866.74",105.93,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"11,866.74",0.0,"11,866.74",GO FRESH,0.0,USD 0.00,11689,,
Delivered,Yes,2214C,06/21/2022,"Chiovitti Banana Co., Ltd",2214.0,624,USD 15044.64,06/30/2022,"19,549.01",174.52,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"19,549.01",0.0,"19,549.01","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223163,,
Delivered,Yes,2217,06/21/2022,"Chiovitti Banana Co., Ltd",2217.0,960,USD 23145.60,06/30/2022,"30,075.39",268.49,0.00,Naomi Bendayan,"38,400.00",0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"30,075.39",0.0,"30,075.39","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223164,,
Delivered,Yes,2215,06/21/2022,Sobeys,2215.0,960,CAD 33494.40,06/30/2022,"33,494.40",0.00,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"33,494.40",0.0,"33,494.40",Sobeys BCH,0.0,CAD 0.00,4565784423,,
Delivered,Yes,2213,06/21/2022,Costco Vaughan Wet,2213.0,900,USD 25686.00,06/29/2022,"33,376.39",277.41,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,223162,,
On Hand,Yes,2208C,06/21/2022,"Chiovitti Banana Co., Ltd",2208.0,576,USD 15066.24,06/27/2022,"19,577.07",161.20,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"19,577.07",0.0,"19,577.07","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223159,,
On Hand,Yes,2208G,06/21/2022,GO FRESH,2208.0,384,USD 10437.12,06/27/2022,"13,561.99",111.67,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"13,561.99",0.0,"13,561.99",GO FRESH,0.0,USD 0.00,11688,,
On Hand,Yes,2209,06/21/2022,"Chiovitti Banana Co., Ltd",2209.0,960,USD 23145.60,06/25/2022,"30,075.39",141.19,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"30,075.39",0.0,"30,075.39","Chiovitti Banana Co., Ltd",0.0,USD 0.00, 223160,,
On Hand,Yes,2210,06/21/2022,Costco Vaughan Wet,2210.0,900,USD 25686.00,06/24/2022,"33,376.39",297.96,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,223161,,
On Hand,Yes,2211,06/21/2022,Courchesne Larose,2211.0,960,USD 25737.60,06/23/2022,"33,443.44",30.89,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,443.44",0.0,"33,443.44",Courchesne Larose,0.0,USD 0.00,02259060,,
On Hand,Yes,2212,06/21/2022,Sobeys,2212.0,960,CAD 33494.40,06/27/2022,"33,494.40",0.00,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,No,"33,494.40",0.0,"33,494.40",Sobeys BCH,0.0,CAD 0.00,4565784422,,
On Hand,Yes,2207,06/21/2022,Sobeys,2207.0,942,CAD 33280.86,06/25/2022,"33,280.86","1,460.10",0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,No,"33,280.86",0.0,"33,280.86",Sobeys BCH,0.0,CAD 0.00,4541610555,,
On Hand,Yes,2204,06/21/2022,Costco Vaughan Wet,2204.0,900,USD 25686.00,06/26/2022,"33,376.39",297.96,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,223039,,
On Hand,Yes,2206,06/21/2022,Costco Vaughan Wet,2206.0,900,USD 25686.00,06/27/2022,"33,376.39",274.84,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,376.39",0.0,"33,376.39",Costco Vaughan Wet,0.0,USD 0.00,223038,,
On Hand,Yes,2199,06/21/2022,"Chiovitti Banana Co., Ltd",2199.0,960,USD 24619.20,06/24/2022,"31,990.19",150.18,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"31,990.19",0.0,"31,990.19","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223037,,
On Hand,Yes,2203,06/21/2022,Courchesne Larose,2203.0,960,USD 25737.60,06/27/2022,"33,443.44",275.39,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,No,"33,443.44",0.0,"33,443.44",Courchesne Larose,0.0,USD 0.00,02259059,,
Delivered,Yes,2202,06/21/2022,"Chiovitti Banana Co., Ltd",2202.0,960,USD 23145.60,06/23/2022,"30,075.39",27.77,0.00,Naomi Bendayan,"38,400.00",0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"30,075.39",0.0,"30,075.39","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223036,,
On Hand,Yes,2205,06/21/2022,Sobeys,2205.0,960,CAD 31680.00,06/23/2022,"31,680.00",0.00,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,No,"31,680.00",0.0,"31,680.00",Sobeys BCH,0.0,CAD 0.00,4565776466,,
Delivered,Yes,2201G,06/21/2022,GO FRESH,2201.0,336,USD 9132.48,06/23/2022,"11,866.74",10.95,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"11,866.74",0.0,"11,866.74",GO FRESH,0.0,USD 0.00,11638,,
Delivered,Yes,2201C,06/20/2022,"Chiovitti Banana Co., Ltd",2201.0,624,USD 15044.64,06/23/2022,"19,610.69",79.74,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"19,610.69",0.0,"19,610.69","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223035,,
Delivered,Yes,2200,06/20/2022,Costco Vaughan Wet,2200.0,900,USD 25686.00,06/23/2022,"33,481.70",262.00,0.00,Naomi Bendayan,0.00,0.00,07/03/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.3,Yes,"33,481.70",0.0,"33,481.70",Costco Vaughan Wet,0.0,USD 0.00,223034,,
Delivered,Yes,2190,06/17/2022,Costco Vaughan Wet,2190.0,900,USD 25686.00,06/19/2022,"33,258.23",48.80,0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"33,258.23",0.0,"33,258.23",Costco Vaughan Wet,0.0,USD 0.00,222913,,
Delivered,Yes,2189,06/17/2022,Sobeys,2189.0,960,CAD 31680.00,06/20/2022,"31,680.00",0.00,0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"31,680.00",0.0,"31,680.00",Sobeys BCH,0.0,CAD 0.00,4565776465,,
Delivered,Yes,2196,06/17/2022,"Chiovitti Banana Co., Ltd",2196.0,929,USD 22398.19,06/20/2022,"29,001.18",-103.03,0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.77,No,1.29,Yes,"29,001.18",0.0,"29,001.18","Chiovitti Banana Co., Ltd",0.0,USD 0.00,223033,,
Delivered,Yes,2195C,06/14/2022,"Chiovitti Banana Co., Ltd",2195.0,480,USD 11650.56,06/17/2022,"14,981.46",-205.04,0.00,Naomi Bendayan,0.00,0.00,06/17/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.29,Yes,"14,981.46",0.0,"14,981.46","Chiovitti Banana Co., Ltd",0.0,USD 0.00,222917,,
Delivered,Yes,2195G,06/14/2022,GO FRESH,2195.0,480,USD 12240.00,06/17/2022,"15,739.42",-215.42,0.00,Naomi Bendayan,0.00,0.00,06/17/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.29,Yes,"15,739.42",0.0,"15,739.42",GO FRESH,0.0,USD 0.00,11637,,
Delivered,Yes,2198,06/13/2022,Courchesne Larose,2198.0,960,USD 24480.00,06/18/2022,"31,278.10",-631.58,0.00,Naomi Bendayan,0.00,0.00,06/20/2022,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"31,278.10",0.0,"31,278.10",Courchesne Larose,0.0,USD 0.00,2259058,,
Delivered,Yes,2194,06/13/2022,Sobeys,2194.0,960,CAD 32428.80,06/21/2022,"32,428.80",0.00,0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","Montreal, QC H1G 3J5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"32,428.80",0.0,"32,428.80",Sobeys BCH,0.0,CAD 0.00,4541606701,,
Delivered,Yes,2193,06/13/2022,Costco Vaughan Wet,2193.0,900,USD 25686.00,06/15/2022,"32,819.00",-387.86,0.00,Naomi Bendayan,0.00,0.00,06/15/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"32,819.00",0.0,"32,819.00",Costco Vaughan Wet,0.0,USD 0.00,222916,,
Delivered,Yes,2192,06/13/2022,"Chiovitti Banana Co., Ltd",2192.0,960,USD 23006.40,06/17/2022,"29,395.28",-593.56,0.00,Naomi Bendayan,0.00,0.00,06/17/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"29,395.28",0.0,"29,395.28","Chiovitti Banana Co., Ltd",0.0,USD 0.00,222915,,
Delivered,Yes,2197,06/13/2022,Costco Vaughan Wet,2197.0,900,USD 25686.00,06/16/2022,"32,819.00",-387.86,0.00,Naomi Bendayan,0.00,0.00,06/16/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"32,819.00",0.0,"32,819.00",Costco Vaughan Wet,0.0,USD 0.00,222918,,
Delivered,Yes,2191,06/13/2022,"Chiovitti Banana Co., Ltd",2191.0,960,USD 21532.80,06/17/2022,"27,512.46",-555.55,0.00,Naomi Bendayan,"38,400.00",0.00,06/17/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"27,512.46",0.0,"27,512.46","Chiovitti Banana Co., Ltd",0.0,USD 0.00,222914,,
Delivered,Yes,2188C,06/13/2022,"Chiovitti Banana Co., Ltd",2188.0,624,USD 15044.64,06/20/2022,"19,222.54","1,035.72",0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"19,222.54",0.0,"19,222.54","Chiovitti Banana Co., Ltd",0.0,USD 0.00,222912,,
Delivered,Yes,2188G,06/13/2022,GO FRESH,2188.0,336,USD 9132.48,06/20/2022,"11,668.57",-198.18,0.00,Naomi Bendayan,0.00,0.00,06/21/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"11,668.57",0.0,"11,668.57",GO FRESH,0.0,USD 0.00,11636,,
Delivered,Yes,2187,06/13/2022,Costco Vaughan Wet,2187.0,900,USD 25686.00,06/17/2022,"32,819.00",-662.70,0.00,Naomi Bendayan,0.00,0.00,06/17/2022,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.78,No,1.28,Yes,"32,819.00",0.0,"32,819.00",Costco Vaughan Wet,0.0,USD 0.00,222911,,
Delivered,Yes,2184G,06/10/2022,GO FRESH,2184.0,384,USD 9792.00,06/13/2022,"12,381.00",-210.53,0.00,Naomi Bendayan,0.00,0.00,06/13/2022,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.79,No,1.26,Yes,"12,381.00",0.0,"12,381.00",GO FRESH,0.0,USD 0.00,11635,,
Delivered,Yes,2184C,06/10/2022,"Chiovitti Banana Co., Ltd",2184.0,576,USD 14098.56,06/10/2022,"17,826.21",-303.13,0.00,Naomi Bendayan,0.00,0.00,06/13/2022,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.79,No,1.26,Yes,"17,826.21",0.0,"17,826.21","Chiovitti Banana Co., Ltd",0.0,USD 0.00,222910,,
Delivered,Yes,2178,06/10/2022,Courchesne Larose,2178.0,960,USD 24480.00,06/13/2022,"30,952.51",-526.32,0.00,Naomi Bendayan,0.00,0.00,06/13/2022,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.79,No,1.26,Yes,"30,952.51",0.0,"30,952.51",Courchesne Larose,0.0,USD 0.00,02259057,,
