Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Expense,Job:Income,Received Quantity,Date,Employee,Job,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Incoterms,Seller Address,Exchange Rate,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Items Amount (CAD),Pallets,Ventilation,Container#,Bill of Lading,Canadian Customs,Job:Due Date,Cornerboards Packaging,Port of Loading,Customs Clearance
Delivered,3449,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,6/15/24,7/1/24,Philadelphia,7/5/24,Yes,"17,448.75",0,0,13.5,"27,010.77","32,959.74",900.0,6/5/24,David Melo,3449.0,"35,992.67","1,906.99",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.38,Yes,"17,448.75","17,448.75",Walk Global/Escobar,25.0,MMAU1083302,MAEU239720215,<none>,7/10/24,Plastico reciclado,Puerto Bolivar,Canada Inbond
Delivered,3443,ASOGUABO,Seaboard,USD 12951.50,900,Yes,6/14/24,6/24/24,Philadelphia,6/27/24,Yes,"17,808.31",0,0,13.5,"27,214.56","32,983.85",900.0,6/5/24,David Melo,3443.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,808.31","17,808.31",Walk Global/Escobar,25.0,SMLU5470679,SMLU8093549A,<none>,7/4/24,Plastico reciclado,Guayaquil,Canada Inbond
Delivered,3448,ASOGUABO,ZIM,USD 13760.40,960,Yes,6/23/24,7/3/24,Philadelphia,7/10/24,Yes,"18,837.99",0,0,13.5,"28,905.75","31,924.15",960.0,6/3/24,David Melo,3448.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,837.99","18,837.99",Tipo CHEP,25.0,ZMOU8914878,ZIMUGYL00008755,<none>,7/11/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3433,Coliman Pacific Corporation,Traffic Tech,USD 16713.00,900,Yes,6/26/24,6/30/24,,6/30/24,No,"22,880.10",0,0,13.5,"30,230.93","32,983.85",900.0,6/3/24,David Melo,3433.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"22,880.10","22,880.10",Chep,25.0,,,<none>,7/5/24,Plastico,"Pharr, Texas",
Delivered,3430,Coliman Pacific Corporation,Traffic Tech,USD 14450.40,720,Yes,6/24/24,6/27/24,,6/27/24,No,"19,782.60",0,0,13.5,"27,664.81","27,699.03",720.0,6/3/24,David Melo,3430.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"19,782.60","19,782.60",Chep,25.0,,,<none>,6/27/24,Plastico,"Nogales, Arizona",
Delivered,3447,Marplantis Organic Sustainable Agriculture,ZIM,USD 13392.00,960,Yes,6/16/24,6/26/24,Philadelphia,7/3/24,Yes,"18,333.65",0,0,13.5,"33,588.48","33,182.01",960.0,6/3/24,David Melo,3447.0,"38,392.18",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,333.65","18,333.65",Tipo CHEP,25.0,GMOU9026960,ZIMUGYL00008578,<none>,7/5/24,Plastico,Guayaquil,
Delivered,3440,Surgesa S.A.,Seaboard,USD 13095.00,900,Yes,6/21/24,7/1/24,Philadelphia,7/3/24,Yes,"17,927.06",0,0,13.5,"27,338.90","32,983.85",900.0,6/3/24,David Melo,3440.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,927.06","17,927.06",Walk Global/Escobar,25.0,SMLU5468542,SMLU8102923A,<none>,7/8/24,Plastico,Guayaquil,
Delivered,3439,Surgesa S.A.,ONE,USD 13095.00,900,Yes,6/14/24,6/25/24,Philadelphia,6/28/24,Yes,"17,927.06",0,0,13.5,"26,339.91","31,267.03",900.0,6/3/24,David Melo,3439.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,927.06","17,927.06",Walk Global/Escobar,25.0,FSCU5759128,ONEGYEE09884700,<none>,7/3/24,Plastico,Guayaquil,US Clearance
Delivered,3446,ASOGUABO,Maersk,USD 13405.40,960,Yes,6/8/24,6/24/24,Philadelphia,,Yes,"18,311.78",0,0,13.9,"28,095.22","32,123.09",960.0,5/29/24,David Melo,3446.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,311.78","18,311.78",Tipo CHEP,25.0,MNBU3745602,MAEU240410254,<none>,6/29/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3438,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,6/13/24,6/23/24,Philadelphia,6/28/24,Yes,"18,490.18",0,0,13.5,"25,867.90","31,398.41",960.0,5/28/24,David Melo,3438.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,490.18","18,490.17",Chep,25.0,SEGU9741385,SMLU8094330A,<none>,7/1/24,Carton,Santa Marta,Canada Inbond
Delivered,3445,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,6/13/24,6/23/24,Philadelphia,6/27/24,Yes,"18,490.18",0,0,13.5,"26,621.47","31,386.97",960.0,5/28/24,David Melo,3445.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,490.18","18,490.17",Chep,25.0,SEGU9500860,SMLU8094362A,<none>,6/27/24,Carton,Santa Marta,US Clearance
Delivered,3437,COQUIMBA,Maersk,USD 10416.00,960,Yes,6/15/24,7/1/24,Philadelphia,7/4/24,Yes,"14,228.26",0,0,13.9,"24,353.99","29,194.21",960.0,5/28/24,David Melo,3437.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.37,Yes,"14,228.26","14,228.26",Standard Americano,25.0,MNBU3088750,MAEU240501656,<none>,7/4/24,Plastico,Corinto,Canada Inbond
Delivered,3436,COQUIMBA,Maersk,USD 9724.80,960,Yes,6/15/24,6/24/24,Philadelphia,7/1/24,Yes,"13,284.08",0,0,13.9,"24,980.09","29,290.25",960.0,5/28/24,David Melo,3436.0,"38,392.18","2,034.12",,,EXW,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.37,Yes,"13,284.08","13,284.08",Standard Americano,25.0,MMAU1287348,MAEU240501570,<none>,7/1/24,Plastico,Puerto Cortes,Canada Inbond
Delivered,3428,Latbio S.A.,Maersk,USD 12690.00,900,Yes,6/15/24,7/1/24,Philadelphia,7/3/24,<none>,"17,334.54",0,0,13.9,"26,835.45","32,959.74",900.0,5/28/24,David Melo,3428.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.37,Yes,"17,334.54","17,334.54",Walk Global/Escobar,25.0,SUDU6184218,MAEU240411900,<none>,7/9/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3434,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,6/8/24,6/24/24,Philadelphia,6/27/24,Yes,"17,494.36",0,0,13.9,"27,336.03","32,983.85",900.0,5/28/24,David Melo,3434.0,0,"1,908.00",,Due on receipt,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.73,1.37,Yes,"17,494.36","17,494.36",Walk Global/Escobar,25.0,MWCU6923422,MAEU240170469,<none>,7/5/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3435,ASOGUABO,Maersk,USD 13447.30,963,Yes,6/8/24,6/24/24,Philadelphia,7/1/24,Yes,"18,369.01",0,0,13.9,"28,454.35","32,223.47",963.0,5/28/24,David Melo,3435.0,"38,512.16","2,040.48",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,369.01","18,369.01",Tipo CHEP,25.0,SUDU6278261,MAEU239720183,<none>,7/1/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3432,ASOGUABO,Maersk,USD 13405.40,960,Yes,6/8/24,6/24/24,Philadelphia,7/1/24,Yes,"18,311.78",0,0,13.9,"26,587.65","31,364.09",960.0,5/28/24,David Melo,3432.0,"38,392.18","2,034.12",,Due on receipt,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,311.78","18,311.78",Tipo CHEP,25.0,MNBU3564944,MAEU240170500,<none>,7/3/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3431,ASOGUABO,Maersk,USD 13405.40,960,Yes,6/8/24,6/24/24,Philadelphia,6/29/24,Yes,"18,311.78",0,0,13.9,"28,288.67","32,087.98",960.0,5/28/24,David Melo,3431.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,311.78","18,311.78",Tipo CHEP,25.0,SUDU8107421,MAEU240410530,<none>,7/3/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3429,ASOGUABO,CMA,USD 12990.00,900,Yes,6/7/24,6/18/24,Philadelphia,6/25/24,Yes,"17,744.34",0,0,13.9,"27,585.82","33,152.63",900.0,5/28/24,David Melo,3429.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,744.34","17,744.34",Walk Global/Escobar,25.0,CAIU5509008,CMDUGQL0350264,<none>,7/2/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3426,ASOGUABO,Seaboard,USD 12942.00,900,Yes,6/7/24,6/17/24,Philadelphia,6/24/24,Yes,"17,678.77",0,0,13.9,"27,564.06","33,092.35",900.0,5/28/24,David Melo,3426.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,678.77","17,678.77",Walk Global/Escobar,25.0,SMLU5452361,SMLU8083866A,<none>,6/28/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3425,ASOGUABO,Seaboard,USD 12942.00,900,Yes,6/7/24,6/17/24,Philadelphia,6/22/24,Yes,"17,678.77",0,0,13.9,"27,208.03","33,080.29",900.0,5/28/24,David Melo,3425.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,678.77","17,678.77",Walk Global/Escobar,25.0,SMLU5471150,SMLU8083862A,<none>,6/27/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3427,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,6/8/24,6/24/24,Philadelphia,6/27/24,Yes,"17,334.54",0,0,13.9,"26,832.20","32,983.85",900.0,5/28/24,David Melo,3427.0,"35,992.67","1,906.99",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.37,Yes,"17,334.54","17,334.54",Walk Global/Escobar,25.0,MNBU9128911,MAEU240170530,<none>,7/4/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3404,Coliman Pacific Corporation,Traffic Tech,USD 14450.40,720,Yes,6/17/24,6/20/24,,6/20/24,No,"19,854.85",0,0,13.9,"27,693.85","27,749.51",720.0,5/24/24,David Melo,3404.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"19,854.85","19,854.85",Chep,25.0,,,<none>,6/20/24,Plastico,"Nogales, Arizona",
Delivered,3408,Coliman Pacific Corporation,,USD 17181.00,900,Yes,6/24/24,6/24/24,,6/24/24,No,"23,606.69",0,0,13.9,"25,590.42","30,985.29",900.0,5/24/24,David Melo,3408.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"23,606.69","23,606.69",Chep,25.0,,,<none>,6/25/24,Plastico,"Nogales, Arizona",
Delivered,3423,Surgesa S.A.,ONE,USD 13095.00,900,Yes,6/7/24,6/18/24,Philadelphia,6/23/24,Yes,"17,992.53",0,0,13.9,"26,278.74","31,289.83",900.0,5/24/24,David Melo,3423.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,992.53","17,992.53",Walk Global/Escobar,25.0,TTNU8414772,ONEYGYEE09228600,<none>,6/27/24,Plastico,Guayaquil,US Clearance
Delivered,3417,Surgesa S.A.,ONE,USD 13095.00,900,Yes,6/7/24,6/18/24,Philadelphia,6/22/24,Yes,"17,992.53",0,0,13.9,"27,436.70","33,056.18",900.0,5/24/24,David Melo,3417.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,992.53","17,992.53",Walk Global/Escobar,25.0,AXIU6108576,ONEYGYEE09224900,<none>,7/3/24,Plastico,Guayaquil,US Clearance
Delivered,3421,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,6/7/24,6/18/24,Philadelphia,6/25/24,Yes,"18,400.61",0,0,13.9,"26,266.00","31,341.21",960.0,5/24/24,David Melo,3421.0,"38,392.18",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,400.61","18,400.61",Tipo CHEP,25.0,CXRU1134801,ONEYGYEE09487600,<none>,6/25/24,Plastico,Guayaquil,US Clearance
Delivered,3415,Marplantis Organic Sustainable Agriculture,Seaboard,USD 12690.00,900,Yes,6/7/24,6/17/24,Philadelphia,6/21/24,Yes,"17,436.06",0,0,13.9,"27,046.06","33,104.40",900.0,5/24/24,David Melo,3415.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,436.06","17,436.06",Chep,25.0,BMOU9893380,SMLU8085573A,<none>,6/26/24,Plastico,Guayaquil,US Clearance
Delivered,3405,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,6/6/24,6/16/24,Philadelphia,6/19/24,Yes,"18,598.46",0,0,13.9,"27,349.06","32,158.20",960.0,5/24/24,David Melo,3405.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,598.46","18,598.46",Chep,25.0,TLLU1178267,SMLU8087278A,<none>,6/19/24,Carton,Santa Marta,Canada Inbond
Delivered,3424,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,6/16/24,6/27/24,Hueneme,7/1/24,Yes,"17,436.06",0,0,13.5,"25,938.45","31,041.83",900.0,5/24/24,David Melo,3424.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,436.06","17,436.06",Walk Global/Escobar,25.0,SEKU9260492,NQSH43101DH26101,<none>,7/1/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3413,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,6/6/24,6/16/24,Philadelphia,6/21/24,Yes,"18,544.32",0,0,13.9,"27,476.56","32,169.90",960.0,5/23/24,David Melo,3413.0,"38,392.18","2,034.12",,Due on receipt,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,544.32","18,544.32",Chep,25.0,SEGU9722620,SMLU8087297A,<none>,6/23/24,Carton,Santa Marta,Canada Inbond
Delivered,3412,COQUIMBA,Maersk,USD 10416.00,960,Yes,6/8/24,6/24/24,Philadelphia,6/27/24,Yes,"14,269.92",0,0,13.9,"24,269.94","29,279.58",960.0,5/23/24,David Melo,3412.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.37,Yes,"14,269.92","14,269.92",Standard Americano,25.0,MMAU1287409,MAEU239767593,<none>,6/27/24,Plastico,Corinto,Canada Inbond
Delivered,3411,COQUIMBA,Maersk,USD 9724.80,960,Yes,6/8/24,6/17/24,Philadelphia,6/24/24,Yes,"13,322.98",0,0,13.9,"24,884.75","29,332.93",960.0,5/23/24,David Melo,3411.0,"38,392.18","2,034.12",,,EXW,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.37,Yes,"13,322.98","13,322.98",Standard Americano,25.0,MNBU4395556,MAEU239767502,<none>,6/24/24,Plastico,Puerto Cortes,Canada Inbond
Delivered,3420,APPBOSA,Maersk,USD 13296.00,960,Yes,6/1/24,6/17/24,Philadelphia,6/25/24,Yes,"18,215.52",0,0,13.9,"28,794.40","24,896.74",960.0,5/23/24,David Melo,3420.0,"38,392.18","2,034.12",,Net 10,FOB,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",0.73,1.37,Yes,"18,215.52","18,215.52",Chep,25.0,MMAU1126153,MAEU240166335,<none>,6/25/24,Plastico,Paita,Canada Inbond
Delivered,3414,Latbio S.A.,Maersk,USD 12841.50,915,Yes,6/8/24,6/24/24,Philadelphia,6/28/24,Yes,"17,592.86",0,0,13.9,"25,431.04","25,916.57",915.0,5/23/24,David Melo,3414.0,"36,518.47","1,938.78",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.37,Yes,"17,592.86","17,592.86",Walk Global/Escobar,25.0,MNBU3372746,MAEU239720325,<none>,6/28/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3419,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,6/1/24,6/17/24,Philadelphia,6/22/24,Yes,"17,545.59",0,0,13.9,"27,521.67","6,390.00",900.0,5/23/24,David Melo,3419.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.73,1.37,Yes,"17,545.59","17,545.59",Walk Global/Escobar,25.0,SUDU6152571,MAEU239720296,<none>,6/28/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3418,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,6/1/24,6/17/24,Philadelphia,6/22/24,Yes,"17,545.59",0,0,13.9,"25,771.28","31,346.85",900.0,5/23/24,David Melo,3418.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.73,1.37,Yes,"17,545.59","17,545.59",Walk Global/Escobar,25.0,MNBU4082926,MEAU239720281,<none>,6/24/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3416,ASOGUABO,Maersk,USD 12276.22,960,Yes,6/1/24,6/17/24,Philadelphia,6/22/24,Yes,"16,818.42",0,0,13.9,"26,411.37","31,035.11",960.0,5/23/24,David Melo,3416.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"16,818.42","16,818.42",Tipo CHEP,25.0,SUDU6111130,MAEU239720246,<none>,6/22/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3422,ASOGUABO,Maersk,USD 13484.38,960,Yes,6/1/24,6/17/24,Philadelphia,6/24/24,Yes,"18,473.59",0,0,13.9,"28,162.62","33,861.48",960.0,5/23/24,David Melo,3422.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,473.59","18,473.59",,25.0,MNBU0509476,MAEU239720227,<none>,6/26/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3406,ASOGUABO,CMA,USD 13661.00,960,Yes,5/31/24,6/11/24,Philadelphia,6/19/24,Yes,"18,715.57",0,0,13.9,"27,388.91","31,432.73",960.0,5/23/24,David Melo,3406.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,715.57","18,715.57",Tipo CHEP,25.0,SZLU9090420,CMDUGQL0349539,<none>,6/19/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,4427,ASOGUABO,CMA,USD 12955.50,900,Yes,5/31/24,6/11/24,Philadelphia,6/18/24,Yes,"17,749.04",0,0,13.9,"27,381.99","33,032.07",900.0,5/23/24,David Melo,4427.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,749.04","17,749.04",Walk Global/Escobar,25.0,TCLU1331070,CMDUGQL0349570,<none>,6/25/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3410,ASOGUABO,Maersk,USD 12686.50,900,Yes,6/1/24,6/17/24,Philadelphia,6/20/24,Yes,"17,380.50",0,0,13.9,"26,871.82","33,152.63",900.0,5/23/24,David Melo,3410.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,380.50","17,380.50",Walk Global/Escobar,25.0,SUDU8170281,MAEU239483714,<none>,7/2/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3407,ASOGUABO,CMA,USD 12955.50,900,Yes,5/31/24,6/11/24,Philadelphia,6/19/24,Yes,"17,749.04",0,0,13.9,"27,378.56","33,032.07",900.0,5/23/24,David Melo,3407.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,749.04","17,749.04",,25.0,TRIU8122097,CMDUGQL0349566,<none>,6/25/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,4416,ASOGUABO,Maersk,USD 12686.50,900,Yes,6/1/24,6/17/24,Philadelphia,6/21/24,Yes,"17,380.50",0,0,13.9,"26,920.52","33,104.40",900.0,5/23/24,David Melo,4416.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,380.50","17,380.50",Walk Global/Escobar,25.0,MNBU0631777,MAEU239720166,<none>,6/26/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3409,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,6/1/24,6/17/24,Philadelphia,6/20/24,Yes,"17,385.30",0,0,13.9,"27,207.12","33,092.35",900.0,5/23/24,David Melo,3409.0,"35,992.67","1,906.99",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.37,Yes,"17,385.30","17,385.30",Walk Global/Escobar,25.0,MNBU0119518,MAEU239720262,<none>,6/29/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3403,Surgesa S.A.,CMA,USD 13459.20,960,Yes,5/31/24,6/11/24,Philadelphia,6/17/24,Yes,"18,412.19",0,0,13.9,"28,478.00","33,886.14",960.0,5/17/24,David Melo,3403.0,"38,392.18","2,034.12",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"18,412.19","18,412.19",Tipo CHEP,25.0,TCLU1271319,CMDUGQL0349343,<none>,6/19/24,Plastico,Guayaquil,US Clearance
Delivered,3402,Surgesa S.A.,CMA,USD 13095.00,900,Yes,5/31/24,6/11/24,Philadelphia,6/17/24,Yes,"17,913.96",0,0,13.9,"27,454.15","33,140.57",900.0,5/17/24,David Melo,3402.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,913.96","17,913.96",Walk Global/Escobar,25.0,TEMU9576883,CMDUGQL0349341,<none>,6/24/24,Plastico,Guayaquil,US Clearance
Delivered,3401,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,5/31/24,6/11/24,Philadelphia,6/17/24,Yes,"18,320.26",0,0,13.9,"26,190.48","31,524.23",960.0,5/17/24,David Melo,3401.0,"38,392.18",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,320.26","18,320.26",Tipo CHEP,25.0,IKSU5205593,ONEYGYEE09003400,<none>,6/17/24,Plastico,Guayaquil,US Clearance
Delivered,3400,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,6/2/24,6/12/24,Philadelphia,6/18/24,Yes,"17,359.92",0,0,13.9,"26,420.85","31,335.44",900.0,5/17/24,David Melo,3400.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,359.92","17,359.92",Walk Global/Escobar,25.0,ZMOU8841679,ZIMUGYL00008285,<none>,6/19/24,Plastico,Guayaquil,US Clearance
Loading,4441,Marplantis Organic Sustainable Agriculture,Seaboard,USD 13392.00,960,Yes,5/24/24,6/3/24,Philadelphia,6/4/24,Yes,"18,320.26",0,0,13.9,"28,359.81","30,497.53",960.0,5/16/24,David Melo,4441.0,"38,392.18",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,320.26","18,320.26",Tipo CHEP,25.0,SEKU9120567,SMLU8071368A,<none>,6/12/24,Plastico,Guayaquil,Canada Inbond
Delivered,4423,Coliman Pacific Corporation,,USD 17181.00,900,Yes,6/13/24,6/13/24,,6/13/24,No,"23,572.33",0,0,13.9,"25,532.50","31,200.15",900.0,5/15/24,David Melo,4423.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"23,572.33","23,572.33",Chep,25.0,,,<none>,6/14/24,Plastico,"Nogales, Arizona",
Delivered,4421,Coliman Pacific Corporation,RF Cargo,USD 14450.40,720,Yes,6/10/24,6/13/24,,6/13/24,No,"19,825.95",0,0,13.9,"26,988.69","21,725.83",720.0,5/15/24,David Melo,4421.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"19,825.95","19,825.95",Chep,25.0,,,<none>,6/13/24,Plastico,"Nogales, Arizona",
